EmployeeID,Name,Department,JobRole,Age,Gender,Education,EducationField,MaritalStatus,HireDate,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrentManager,MonthlyIncome,PerformanceRating,JobSatisfaction,Attrition,OverTime,TrainingTimesLastYear
478,Employee_478,Marketing,Analyst,28,Female,Masters,Human Resources,Single,2015-11-14,9,4,3,1,18481,4,3,No,No,4
479,Employee_479,HR,Manager,53,Other,Bachelors,Medical,Single,2020-07-28,15,7,1,10,4155,5,1,No,No,1
480,Employee_480,Finance,Analyst,26,Male,Masters,Technical Degree,Married,2010-03-04,1,12,9,13,14465,2,2,Yes,No,1
481,Employee_481,Marketing,Team Lead,25,Other,PhD,Technical Degree,Married,2010-05-07,8,0,4,1,7900,3,3,No,No,8
482,Employee_482,Sales,Manager,36,Male,PhD,Human Resources,Married,2015-01-08,0,0,9,3,12641,5,3,No,No,4
483,Employee_483,HR,Developer,34,Female,Masters,Life Sciences,Single,2005-01-27,5,11,7,10,5231,4,3,Yes,No,7
484,Employee_484,Sales,Team Lead,54,Female,Masters,Life Sciences,Single,2003-07-19,22,0,1,2,7066,4,4,No,No,4
485,Employee_485,HR,Manager,54,Other,High School,Life Sciences,Divorced,2021-11-24,7,9,5,4,7869,4,1,No,No,1
486,Employee_486,Marketing,Manager,45,Female,High School,Technical Degree,Single,2010-10-18,3,0,7,0,5451,3,4,No,No,3
487,Employee_487,Operations,Developer,42,Other,High School,Technical Degree,Married,2015-08-23,0,8,5,6,11589,5,4,No,No,3
488,Employee_488,Finance,Consultant,23,Female,High School,Technical Degree,Single,2018-12-19,16,14,4,3,5815,5,4,No,No,6
489,Employee_489,Sales,Analyst,38,Female,High School,Other,Married,2015-11-24,14,1,2,5,6320,3,3,No,No,4
490,Employee_490,IT,Consultant,40,Female,PhD,Other,Married,2005-09-01,0,5,7,1,17014,1,2,No,Yes,8
491,Employee_491,HR,Consultant,33,Other,Masters,Technical Degree,Married,2012-12-10,18,10,9,3,18717,2,2,No,No,0
492,Employee_492,Marketing,Consultant,54,Female,Bachelors,Technical Degree,Divorced,2006-08-20,24,13,1,4,3222,3,2,No,No,6
493,Employee_493,Sales,Consultant,41,Other,Masters,Technical Degree,Single,2008-09-18,13,1,9,5,4606,4,4,No,Yes,7
494,Employee_494,Marketing,Analyst,49,Other,PhD,Marketing,Divorced,2013-10-28,21,13,8,11,11752,1,3,No,No,7
495,Employee_495,Sales,Consultant,29,Male,Bachelors,Other,Married,2015-12-13,22,12,7,0,10045,5,3,No,No,9
496,Employee_496,Finance,Analyst,42,Female,PhD,Medical,Divorced,2020-06-24,6,4,5,13,18143,2,2,No,No,6
497,Employee_497,Operations,Team Lead,51,Male,High School,Life Sciences,Divorced,2019-06-24,1,4,8,14,3716,4,2,No,Yes,7
498,Employee_498,HR,Manager,51,Male,Bachelors,Medical,Divorced,2021-01-14,10,10,5,3,18032,4,2,Yes,No,0
499,Employee_499,Sales,Executive,26,Other,PhD,Other,Single,2008-02-05,15,10,7,1,16946,4,2,No,Yes,6
500,Employee_500,IT,Executive,22,Female,Masters,Human Resources,Married,2018-05-02,14,12,4,13,15945,3,3,No,Yes,5
501,Employee_501,HR,Developer,27,Male,PhD,Life Sciences,Divorced,2003-04-17,5,8,6,9,17240,5,4,No,No,1
502,Employee_502,HR,Manager,32,Female,PhD,Other,Divorced,2000-02-06,8,3,1,0,18946,1,1,No,No,3
503,Employee_503,Marketing,Team Lead,39,Female,Masters,Life Sciences,Married,2017-11-22,3,5,0,12,17324,2,3,No,No,7
504,Employee_504,HR,Manager,40,Other,Masters,Technical Degree,Single,2005-12-24,12,3,7,13,4771,4,2,No,No,0
505,Employee_505,Sales,Developer,33,Other,High School,Technical Degree,Married,2017-11-26,23,14,4,14,14612,3,3,No,No,4
506,Employee_506,Finance,Executive,41,Male,Masters,Human Resources,Married,2007-10-07,7,10,8,10,9720,3,1,No,Yes,3
507,Employee_507,Sales,Team Lead,57,Male,Masters,Medical,Single,2020-03-29,2,5,6,10,13110,2,2,No,Yes,2
508,Employee_508,Operations,Consultant,46,Other,High School,Medical,Married,2021-02-04,22,2,3,8,19176,1,1,Yes,No,0
509,Employee_509,HR,Consultant,53,Male,PhD,Medical,Divorced,2000-04-27,23,3,4,14,19344,3,4,No,No,5
510,Employee_510,IT,Executive,42,Male,PhD,Human Resources,Single,2006-01-09,21,8,2,0,16345,3,3,No,Yes,1
511,Employee_511,Operations,Analyst,31,Female,Masters,Marketing,Married,2019-10-17,3,0,4,1,3345,5,3,Yes,No,4
512,Employee_512,IT,Developer,35,Male,High School,Medical,Single,2016-11-24,7,6,9,8,11683,5,4,No,Yes,8
513,Employee_513,Operations,Executive,38,Male,PhD,Life Sciences,Divorced,2017-02-01,19,2,3,7,13062,1,1,No,No,9
514,Employee_514,Sales,Team Lead,51,Male,PhD,Life Sciences,Divorced,2008-06-17,5,8,2,14,10452,2,2,Yes,No,0
515,Employee_515,Sales,Manager,54,Other,PhD,Technical Degree,Single,2008-04-11,1,11,7,9,15056,4,2,No,No,6
516,Employee_516,Sales,Developer,49,Female,PhD,Other,Single,2016-06-29,1,6,3,11,13811,3,2,No,No,2
517,Employee_517,Sales,Executive,37,Male,Masters,Technical Degree,Single,2000-12-07,3,10,9,9,14001,4,1,No,Yes,0
518,Employee_518,Marketing,Analyst,38,Other,PhD,Medical,Divorced,2017-08-12,21,1,3,9,13739,4,3,Yes,No,6
519,Employee_519,Sales,Executive,52,Female,High School,Medical,Divorced,2019-07-30,18,10,7,3,10531,4,2,No,Yes,9
520,Employee_520,Marketing,Consultant,30,Other,High School,Technical Degree,Divorced,2019-02-24,12,4,4,1,17762,1,4,Yes,No,6
521,Employee_521,HR,Team Lead,29,Other,Masters,Other,Divorced,2003-08-09,2,14,4,7,17243,2,3,No,No,5
522,Employee_522,Sales,Analyst,47,Female,Bachelors,Life Sciences,Married,2015-09-07,5,14,4,2,9100,2,3,No,Yes,8
523,Employee_523,Sales,Consultant,46,Female,PhD,Other,Divorced,2019-10-06,9,0,5,9,6650,5,1,No,Yes,1
524,Employee_524,IT,Analyst,41,Other,Masters,Human Resources,Single,2019-10-14,14,0,4,0,6771,4,4,No,No,5
525,Employee_525,HR,Developer,49,Other,Bachelors,Human Resources,Single,2002-08-16,23,6,0,1,6672,4,4,No,Yes,1
526,Employee_526,HR,Team Lead,40,Male,Masters,Human Resources,Married,2015-09-03,5,11,0,3,13721,3,3,No,No,1
527,Employee_527,Sales,Team Lead,29,Other,Masters,Medical,Married,2006-02-05,7,6,5,0,18280,1,3,Yes,No,6
528,Employee_528,HR,Analyst,24,Female,Bachelors,Human Resources,Married,2001-06-30,3,10,1,5,15513,4,3,No,No,3
529,Employee_529,Finance,Manager,35,Female,High School,Marketing,Single,2014-02-21,4,7,2,3,14223,1,2,Yes,Yes,7
530,Employee_530,Operations,Manager,43,Female,Bachelors,Other,Married,2022-03-05,18,7,5,11,16636,5,3,No,Yes,4
531,Employee_531,IT,Developer,36,Female,PhD,Medical,Married,2018-02-24,15,11,1,10,12033,1,2,No,No,6
532,Employee_532,HR,Developer,21,Other,Bachelors,Other,Single,2008-07-11,22,6,5,5,13218,2,2,Yes,No,1
533,Employee_533,Finance,Developer,39,Other,PhD,Marketing,Single,2004-10-21,10,2,5,4,5284,1,1,No,Yes,9
534,Employee_534,Sales,Developer,46,Female,PhD,Medical,Divorced,2019-11-13,6,2,1,10,11470,4,2,Yes,No,1
535,Employee_535,IT,Analyst,24,Female,High School,Medical,Married,2003-09-27,21,1,9,14,18264,4,2,No,Yes,2
536,Employee_536,Operations,Developer,48,Female,Masters,Human Resources,Single,2003-09-23,3,0,1,3,5383,4,1,No,Yes,4
537,Employee_537,IT,Consultant,55,Male,Bachelors,Medical,Married,2020-02-16,6,14,6,6,8729,4,3,No,Yes,7
538,Employee_538,IT,Manager,55,Other,PhD,Marketing,Divorced,2005-10-02,11,7,8,11,16346,1,3,No,No,8
539,Employee_539,Finance,Executive,41,Female,Bachelors,Other,Married,2020-01-07,2,12,0,6,11827,4,2,Yes,No,7
540,Employee_540,Marketing,Consultant,57,Other,Bachelors,Life Sciences,Married,2003-09-08,12,5,7,3,6514,2,1,No,No,1
541,Employee_541,IT,Consultant,47,Male,PhD,Marketing,Divorced,2021-09-23,5,4,3,3,16475,3,1,No,No,4
542,Employee_542,Finance,Manager,33,Other,PhD,Technical Degree,Married,2007-04-11,11,0,5,3,18517,4,1,No,No,2
543,Employee_543,Operations,Developer,26,Male,Masters,Other,Divorced,2008-02-17,3,11,2,7,3693,5,3,No,Yes,3
544,Employee_544,Marketing,Analyst,51,Other,Bachelors,Medical,Divorced,2011-03-01,20,4,9,10,9947,3,4,No,No,2
545,Employee_545,Finance,Team Lead,43,Male,PhD,Marketing,Divorced,2015-05-15,21,9,0,4,19956,1,1,No,No,2
546,Employee_546,Finance,Executive,53,Other,Masters,Human Resources,Married,2008-06-07,22,7,0,11,10072,2,1,No,No,1
547,Employee_547,Finance,Executive,29,Male,Bachelors,Technical Degree,Married,2019-05-13,6,14,4,13,15673,2,2,No,No,2
548,Employee_548,IT,Consultant,25,Female,Bachelors,Life Sciences,Single,2009-04-20,6,7,3,4,19002,5,1,No,No,9
549,Employee_549,Sales,Developer,58,Female,PhD,Marketing,Married,2007-07-27,20,9,7,8,9790,4,1,No,No,7
550,Employee_550,Operations,Developer,24,Other,High School,Marketing,Married,2003-09-14,11,5,2,9,9150,5,2,No,Yes,7
551,Employee_551,IT,Executive,52,Male,PhD,Marketing,Divorced,2009-12-13,13,1,2,5,19059,4,3,No,Yes,9
552,Employee_552,Operations,Consultant,23,Female,Bachelors,Technical Degree,Divorced,2015-10-26,9,12,1,3,8692,4,1,No,No,4
553,Employee_553,Operations,Analyst,54,Other,High School,Human Resources,Married,2016-11-21,6,1,8,13,8599,2,1,No,No,8
554,Employee_554,IT,Executive,32,Male,PhD,Technical Degree,Married,2020-11-29,4,1,4,14,17243,2,3,No,No,0
555,Employee_555,IT,Consultant,56,Male,High School,Human Resources,Married,2015-01-30,4,7,8,6,12775,4,4,No,Yes,0
556,Employee_556,IT,Analyst,52,Male,Masters,Human Resources,Single,2019-09-25,18,11,6,7,5292,2,2,No,No,6
557,Employee_557,Marketing,Manager,51,Male,PhD,Life Sciences,Single,2005-02-06,24,7,7,14,18037,2,4,No,No,2
558,Employee_558,Marketing,Developer,33,Other,Bachelors,Medical,Divorced,2013-05-10,11,7,6,6,16461,2,1,Yes,No,6
559,Employee_559,Finance,Consultant,42,Male,Bachelors,Other,Married,2006-09-16,8,0,4,5,12029,4,2,No,No,4
560,Employee_560,HR,Analyst,47,Male,High School,Medical,Divorced,2005-03-05,0,12,1,11,16128,4,1,No,Yes,0
561,Employee_561,Operations,Executive,25,Female,High School,Marketing,Single,2000-06-13,19,8,7,13,3867,3,1,No,No,4
562,Employee_562,HR,Manager,46,Male,Masters,Medical,Single,2008-12-19,10,9,4,11,15136,2,2,No,No,0
563,Employee_563,Sales,Executive,39,Male,PhD,Other,Single,2005-02-14,10,3,7,13,10755,4,1,No,Yes,0
564,Employee_564,Finance,Consultant,43,Male,Masters,Marketing,Divorced,2019-06-13,18,8,4,14,9158,2,1,Yes,No,5
565,Employee_565,Operations,Manager,48,Male,High School,Technical Degree,Single,2000-12-06,14,6,0,1,5445,3,3,Yes,No,0
566,Employee_566,Sales,Team Lead,22,Other,Bachelors,Medical,Married,2010-02-25,3,2,9,4,13193,3,3,No,Yes,9
567,Employee_567,Marketing,Manager,23,Other,Masters,Life Sciences,Divorced,2005-01-25,17,12,8,5,5621,1,1,No,No,5
568,Employee_568,IT,Consultant,33,Other,PhD,Life Sciences,Single,2011-07-19,21,9,4,10,12498,4,2,No,Yes,2
569,Employee_569,Sales,Analyst,56,Female,Bachelors,Life Sciences,Divorced,2017-04-22,21,9,1,11,16354,3,1,No,No,6
570,Employee_570,Sales,Team Lead,41,Male,PhD,Technical Degree,Divorced,2010-12-03,6,2,3,1,12797,4,4,No,Yes,1
571,Employee_571,Marketing,Consultant,59,Other,High School,Marketing,Divorced,2018-04-24,15,1,0,8,8053,4,1,No,No,6
572,Employee_572,Finance,Manager,34,Other,High School,Technical Degree,Single,2004-06-15,5,6,3,9,6445,2,3,No,No,4
573,Employee_573,IT,Manager,58,Female,PhD,Technical Degree,Single,2006-12-10,12,7,4,3,8488,4,1,Yes,Yes,0
574,Employee_574,IT,Analyst,48,Female,PhD,Technical Degree,Married,2010-06-23,23,0,1,14,19122,2,4,No,No,6
575,Employee_575,Finance,Developer,25,Male,High School,Human Resources,Married,2004-10-11,19,6,5,14,7843,2,2,No,No,9
576,Employee_576,Operations,Developer,58,Male,Masters,Technical Degree,Married,2018-03-17,13,1,3,4,4051,2,4,Yes,Yes,6
577,Employee_577,Marketing,Consultant,37,Male,Masters,Medical,Married,2005-12-09,1,6,4,4,9015,5,3,Yes,No,9
578,Employee_578,Operations,Consultant,59,Other,PhD,Marketing,Married,2002-06-02,9,5,9,6,10515,4,3,No,No,3
579,Employee_579,Marketing,Developer,55,Female,PhD,Life Sciences,Divorced,2019-06-10,15,14,9,8,16698,3,2,No,Yes,8
580,Employee_580,Sales,Team Lead,38,Other,High School,Other,Married,2013-01-30,6,8,4,11,6002,4,4,No,No,6
581,Employee_581,HR,Consultant,41,Male,PhD,Human Resources,Single,2006-12-10,13,6,3,8,18336,1,4,No,Yes,7
582,Employee_582,HR,Developer,45,Other,PhD,Marketing,Divorced,2001-09-22,0,8,0,5,9327,4,4,No,Yes,5
583,Employee_583,Marketing,Team Lead,51,Female,Bachelors,Marketing,Married,2022-05-29,0,4,4,8,10470,5,4,No,No,4
584,Employee_584,Finance,Developer,35,Other,PhD,Technical Degree,Married,2013-09-19,10,12,3,3,9773,1,1,No,Yes,9
585,Employee_585,Operations,Analyst,39,Male,PhD,Life Sciences,Divorced,2007-11-17,13,5,5,14,5547,1,4,No,Yes,1
586,Employee_586,Finance,Team Lead,33,Male,PhD,Marketing,Divorced,2001-02-28,4,12,6,12,9310,2,2,No,No,0
587,Employee_587,HR,Developer,52,Male,Masters,Medical,Divorced,2016-05-03,4,5,3,4,16435,3,2,Yes,No,6
588,Employee_588,Operations,Executive,51,Male,High School,Life Sciences,Divorced,2006-04-21,20,12,2,4,14077,1,1,No,No,2
589,Employee_589,Finance,Developer,34,Female,High School,Medical,Married,2017-03-07,2,2,0,12,18467,5,3,No,No,2
590,Employee_590,Finance,Executive,45,Female,Bachelors,Human Resources,Divorced,2008-06-10,13,2,1,4,13722,3,3,No,No,5
591,Employee_591,Operations,Executive,39,Male,Masters,Marketing,Divorced,2000-01-14,15,11,0,0,6378,4,2,No,No,8
592,Employee_592,IT,Manager,43,Female,Masters,Human Resources,Married,2008-06-14,21,0,8,6,6810,5,2,No,No,3
593,Employee_593,Operations,Consultant,39,Male,High School,Medical,Divorced,2008-05-18,17,3,3,5,4306,3,1,No,No,5
594,Employee_594,Finance,Developer,37,Other,PhD,Human Resources,Single,2003-01-21,9,2,6,2,19383,5,1,Yes,No,8
595,Employee_595,IT,Manager,36,Other,High School,Medical,Married,2003-11-20,23,6,5,11,15127,1,3,No,Yes,4
596,Employee_596,Operations,Manager,52,Other,PhD,Technical Degree,Married,2006-10-20,23,5,0,7,13894,2,1,No,No,5
597,Employee_597,IT,Team Lead,51,Female,PhD,Technical Degree,Divorced,2011-03-20,4,13,1,13,13695,2,4,No,No,5
598,Employee_598,Operations,Executive,30,Male,Masters,Human Resources,Married,2021-09-30,21,11,3,5,8341,3,2,No,No,6
599,Employee_599,HR,Manager,28,Other,High School,Other,Married,2010-11-03,1,14,5,10,5391,2,2,No,Yes,4
600,Employee_600,IT,Developer,22,Female,Bachelors,Other,Married,2004-06-12,20,8,4,8,14265,1,2,No,No,3
601,Employee_601,Marketing,Analyst,45,Female,High School,Medical,Single,2007-08-18,23,12,2,6,19815,5,3,No,No,7
602,Employee_602,Sales,Developer,47,Female,Bachelors,Marketing,Married,2003-03-03,9,9,8,7,17844,2,3,Yes,No,7
603,Employee_603,IT,Executive,44,Female,Masters,Life Sciences,Single,2016-10-23,13,2,6,11,11284,1,2,No,Yes,3
604,Employee_604,Marketing,Team Lead,44,Male,PhD,Human Resources,Single,2013-02-19,13,5,5,8,14437,5,1,No,No,9
605,Employee_605,Marketing,Developer,40,Female,High School,Marketing,Married,2005-12-09,22,8,4,5,9956,1,3,No,No,9
606,Employee_606,Finance,Developer,52,Female,Masters,Medical,Married,2001-06-04,14,9,7,7,14531,3,2,Yes,No,4
607,Employee_607,Marketing,Consultant,54,Male,Masters,Medical,Divorced,2009-04-02,24,2,7,11,18990,5,1,No,No,3
608,Employee_608,Finance,Manager,49,Male,PhD,Human Resources,Single,2006-11-25,11,8,9,13,19769,5,3,No,Yes,0
609,Employee_609,Marketing,Consultant,58,Other,Bachelors,Marketing,Married,2010-08-29,8,2,9,1,15349,1,2,No,Yes,1
610,Employee_610,HR,Developer,34,Male,PhD,Other,Married,2005-07-14,23,0,9,0,4159,2,3,No,No,8
611,Employee_611,HR,Executive,44,Female,High School,Human Resources,Single,2014-03-26,1,10,9,8,18762,3,4,No,No,9
612,Employee_612,HR,Analyst,55,Other,Masters,Technical Degree,Single,2010-08-29,14,2,4,9,16256,2,3,Yes,No,0
613,Employee_613,HR,Manager,39,Male,PhD,Medical,Married,2005-12-15,19,13,0,5,4816,4,4,No,No,5
614,Employee_614,Operations,Developer,28,Male,Bachelors,Technical Degree,Single,2015-02-20,15,4,2,14,5239,3,1,No,No,1
615,Employee_615,HR,Analyst,28,Other,Bachelors,Human Resources,Married,2008-05-14,19,7,3,12,6467,3,4,No,No,2
616,Employee_616,Marketing,Developer,26,Male,Bachelors,Medical,Married,2004-08-31,7,14,0,9,19962,1,1,No,No,9
617,Employee_617,IT,Team Lead,31,Other,Masters,Other,Single,2018-04-02,17,0,0,9,3202,1,3,No,No,6
618,Employee_618,IT,Executive,33,Female,PhD,Other,Married,2014-03-10,9,3,3,2,4111,3,1,Yes,No,9
619,Employee_619,IT,Team Lead,47,Male,Masters,Human Resources,Married,2016-12-04,8,9,3,2,13853,3,2,No,No,7
620,Employee_620,HR,Manager,44,Female,Bachelors,Other,Single,2013-06-10,11,7,6,7,9763,5,4,No,No,7
621,Employee_621,HR,Analyst,48,Other,PhD,Life Sciences,Divorced,2003-12-09,17,10,5,12,16618,2,4,No,No,7
622,Employee_622,Marketing,Team Lead,23,Male,High School,Marketing,Married,2010-01-06,19,12,0,2,4371,1,3,No,No,3
623,Employee_623,Operations,Developer,26,Male,Bachelors,Medical,Married,2013-06-15,2,5,0,12,14605,5,4,No,No,6
624,Employee_624,IT,Team Lead,22,Female,PhD,Other,Single,2004-07-02,9,3,5,13,17634,4,2,No,No,7
625,Employee_625,Operations,Consultant,53,Other,Masters,Medical,Single,2022-08-27,7,2,6,9,11662,3,1,No,Yes,2
626,Employee_626,Finance,Analyst,36,Male,High School,Technical Degree,Single,2020-12-08,0,0,1,13,6872,1,3,No,No,4
627,Employee_627,HR,Developer,47,Female,PhD,Life Sciences,Single,2011-10-23,22,9,2,10,9790,3,1,No,No,0
628,Employee_628,Sales,Manager,41,Female,PhD,Technical Degree,Single,2008-01-11,6,11,1,5,7370,5,1,Yes,No,4
629,Employee_629,Sales,Team Lead,21,Male,Bachelors,Marketing,Divorced,2003-04-01,8,7,5,12,9958,3,4,Yes,No,6
630,Employee_630,Sales,Executive,38,Male,PhD,Human Resources,Divorced,2002-02-16,12,1,0,5,11180,3,1,No,No,9
631,Employee_631,Marketing,Analyst,36,Other,Masters,Life Sciences,Married,2017-10-04,23,14,6,4,13225,5,3,No,Yes,6
632,Employee_632,Finance,Executive,58,Male,Masters,Technical Degree,Married,2002-04-02,21,6,9,6,11013,2,2,Yes,No,5
633,Employee_633,HR,Consultant,38,Other,Bachelors,Human Resources,Divorced,2005-12-12,15,2,1,10,14800,5,1,No,Yes,9
634,Employee_634,Marketing,Developer,34,Other,High School,Other,Divorced,2006-06-09,21,4,4,3,16532,3,3,No,No,1
635,Employee_635,IT,Executive,46,Other,High School,Marketing,Single,2016-10-03,5,13,0,10,12694,2,2,No,No,7
636,Employee_636,IT,Analyst,26,Other,PhD,Marketing,Married,2013-05-14,20,5,9,14,14940,5,1,No,No,4
637,Employee_637,HR,Analyst,31,Male,Bachelors,Other,Single,2002-12-19,13,11,9,14,3233,5,2,No,Yes,2
638,Employee_638,Operations,Executive,22,Male,Masters,Life Sciences,Single,2006-11-19,0,2,6,12,17949,1,2,No,Yes,8
639,Employee_639,HR,Executive,45,Other,Bachelors,Other,Single,2006-12-12,1,5,4,11,10572,5,4,No,No,7
640,Employee_640,Sales,Developer,23,Other,PhD,Life Sciences,Married,2014-02-08,11,10,4,10,5606,3,2,No,No,6
641,Employee_641,Finance,Executive,50,Male,Masters,Other,Married,2007-02-26,5,6,7,9,8988,1,2,No,Yes,4
642,Employee_642,Sales,Analyst,29,Other,PhD,Medical,Single,2008-01-04,1,13,7,5,10773,2,3,No,No,6
643,Employee_643,Finance,Consultant,50,Male,Masters,Marketing,Married,2013-11-21,4,9,7,0,19883,1,3,No,Yes,7
644,Employee_644,Marketing,Consultant,41,Male,Masters,Other,Divorced,2000-02-04,9,12,2,2,15497,4,3,No,Yes,9
645,Employee_645,Marketing,Executive,42,Male,Masters,Medical,Single,2020-01-16,16,11,7,6,6710,2,2,No,No,7
646,Employee_646,Operations,Manager,32,Female,Bachelors,Human Resources,Single,2007-12-29,16,6,4,14,16803,4,3,Yes,Yes,7
647,Employee_647,Finance,Analyst,50,Male,Masters,Life Sciences,Single,2021-10-07,5,1,0,10,16872,3,1,No,Yes,8
648,Employee_648,Marketing,Analyst,26,Other,High School,Medical,Single,2014-01-27,0,14,3,8,15552,2,4,No,Yes,5
649,Employee_649,Finance,Developer,47,Female,High School,Marketing,Single,2022-05-05,19,1,4,11,11245,2,1,No,No,6
650,Employee_650,Operations,Developer,54,Other,PhD,Human Resources,Divorced,2013-05-09,17,14,7,0,3041,1,3,No,No,9
651,Employee_651,Operations,Team Lead,35,Male,PhD,Life Sciences,Single,2009-03-17,8,10,9,14,6249,4,2,No,No,8
652,Employee_652,Operations,Developer,50,Female,Bachelors,Marketing,Married,2008-07-14,16,10,1,3,19580,4,3,No,No,9
653,Employee_653,Marketing,Manager,35,Female,Masters,Technical Degree,Married,2010-03-10,18,2,5,12,17130,1,4,No,Yes,2
654,Employee_654,Operations,Developer,56,Other,Masters,Human Resources,Divorced,2001-05-09,22,6,3,6,8742,1,3,No,Yes,5
655,Employee_655,IT,Team Lead,49,Other,Masters,Human Resources,Single,2016-04-21,16,0,2,14,9096,1,2,Yes,Yes,9
656,Employee_656,HR,Analyst,27,Male,Bachelors,Technical Degree,Divorced,2010-06-22,12,7,8,11,7646,1,4,No,No,3
657,Employee_657,Marketing,Developer,35,Female,High School,Life Sciences,Divorced,2015-06-21,0,3,4,9,16590,5,3,Yes,No,1
658,Employee_658,Marketing,Team Lead,49,Male,Masters,Marketing,Married,2003-06-09,12,11,1,8,8688,1,3,No,Yes,4
659,Employee_659,IT,Developer,34,Female,PhD,Other,Single,2020-09-19,5,5,2,7,6113,1,1,No,Yes,3
660,Employee_660,Sales,Developer,30,Female,High School,Human Resources,Single,2009-01-08,11,13,8,1,3876,1,1,No,Yes,3
661,Employee_661,IT,Analyst,44,Other,Masters,Medical,Single,2020-07-11,5,4,7,1,15049,5,3,No,No,7
662,Employee_662,Marketing,Team Lead,58,Other,Masters,Other,Divorced,2002-02-22,3,0,5,8,3601,3,3,No,Yes,2
663,Employee_663,IT,Developer,22,Female,High School,Other,Single,2021-07-28,9,4,7,11,6663,3,2,No,No,6
664,Employee_664,IT,Analyst,27,Female,Bachelors,Life Sciences,Divorced,2006-03-19,2,4,0,1,19173,1,3,No,Yes,9
665,Employee_665,Operations,Consultant,55,Female,Masters,Life Sciences,Divorced,2005-08-17,15,6,1,9,14013,2,3,No,No,9
666,Employee_666,IT,Team Lead,48,Male,Bachelors,Marketing,Married,2012-08-15,0,8,5,13,8445,5,1,Yes,Yes,4
667,Employee_667,Finance,Executive,46,Female,PhD,Technical Degree,Single,2019-06-01,7,8,4,6,9028,1,4,No,No,3
668,Employee_668,IT,Team Lead,52,Other,Masters,Human Resources,Divorced,2015-03-17,7,0,0,11,4445,5,1,Yes,Yes,2
669,Employee_669,IT,Developer,35,Female,Masters,Other,Married,2012-06-21,22,4,3,9,6167,5,3,No,No,9
670,Employee_670,Marketing,Developer,42,Other,Masters,Human Resources,Married,2007-10-26,19,3,7,10,4667,3,3,No,No,2
671,Employee_671,Finance,Team Lead,43,Male,Masters,Medical,Single,2007-09-22,1,6,8,8,16494,4,4,No,No,6
672,Employee_672,Sales,Analyst,30,Male,Bachelors,Medical,Married,2007-04-16,6,4,0,7,9962,4,1,No,No,4
673,Employee_673,Finance,Team Lead,45,Male,Bachelors,Medical,Married,2020-01-06,7,1,1,11,10422,4,4,No,No,4
674,Employee_674,Finance,Developer,47,Male,High School,Medical,Divorced,2010-04-15,20,13,2,10,14004,1,3,No,Yes,6
675,Employee_675,Finance,Developer,46,Female,Bachelors,Marketing,Married,2015-01-20,24,10,6,14,13629,4,1,Yes,No,7
676,Employee_676,Marketing,Manager,38,Other,Bachelors,Marketing,Divorced,2010-01-03,7,14,4,10,12987,1,3,No,No,5
677,Employee_677,Operations,Analyst,21,Other,PhD,Other,Single,2005-12-10,19,3,1,13,9399,2,1,No,Yes,9
678,Employee_678,HR,Manager,22,Male,High School,Medical,Divorced,2021-11-13,24,9,2,11,13119,3,1,No,Yes,7
679,Employee_679,Marketing,Consultant,52,Other,PhD,Medical,Divorced,2011-02-07,0,14,7,4,15092,2,3,No,No,2
680,Employee_680,Marketing,Developer,57,Male,High School,Medical,Married,2010-04-01,12,3,3,1,14221,1,3,No,No,6
681,Employee_681,Sales,Analyst,51,Other,Masters,Other,Single,2008-11-11,8,9,9,5,18807,2,2,No,Yes,1
682,Employee_682,Operations,Analyst,32,Male,PhD,Human Resources,Married,2013-06-19,16,2,8,6,18149,4,3,Yes,No,9
683,Employee_683,Sales,Analyst,33,Other,High School,Marketing,Divorced,2006-10-15,20,10,5,9,16314,2,3,No,No,6
684,Employee_684,Sales,Consultant,49,Female,Bachelors,Life Sciences,Divorced,2015-02-07,20,11,7,14,10883,5,1,No,Yes,7
685,Employee_685,HR,Team Lead,23,Female,PhD,Marketing,Divorced,2014-09-02,7,4,9,12,7121,5,2,No,No,2
686,Employee_686,Finance,Team Lead,24,Female,High School,Other,Single,2011-11-24,10,7,5,12,4720,3,4,No,No,4
687,Employee_687,HR,Developer,36,Female,PhD,Marketing,Single,2020-09-18,4,1,1,6,3591,2,4,No,No,3
688,Employee_688,Finance,Consultant,30,Male,Masters,Other,Single,2007-09-12,12,14,9,4,14775,1,2,No,No,1
689,Employee_689,HR,Analyst,34,Other,Bachelors,Human Resources,Married,2010-05-31,11,13,7,9,6997,3,2,No,Yes,1
690,Employee_690,Operations,Analyst,57,Other,Masters,Other,Married,2018-08-16,7,10,6,13,8876,4,3,No,Yes,4
691,Employee_691,Marketing,Analyst,39,Female,Bachelors,Human Resources,Married,2012-06-18,0,1,3,14,9280,4,3,No,Yes,9
692,Employee_692,Marketing,Team Lead,50,Female,High School,Medical,Married,2012-05-21,2,8,5,8,17805,5,4,No,No,4
693,Employee_693,Finance,Developer,59,Female,High School,Technical Degree,Single,2014-02-07,15,12,8,5,3681,3,1,No,No,1
694,Employee_694,Finance,Analyst,24,Other,High School,Marketing,Single,2012-01-29,22,4,0,9,4615,4,1,No,Yes,7
695,Employee_695,Finance,Analyst,56,Male,High School,Technical Degree,Divorced,2014-03-29,5,11,8,8,19787,2,2,No,Yes,0
